Gender,Age,Education,Income,Income2,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings,Cluster
Female,39,8.0,"$120,001 to $150,000",>120k,manager or administrator,VIC,living with a partner,4.53333333333333,Q4,4.26666666666667,4.7,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,yes,yes,0
Male,56,6.0,"$60,001 to $90,000",60-90k,manager or administrator,QLD,separated or divorced,3.53333333333333,Q2,4.26666666666667,2.91304347826087,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,2
Male,43,4.0,"$60,001 to $90,000",60-90k,professional,NSW,married,3.16666666666667,Q1,3.2,2.46666666666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,56,2.0,"Less than $30,000",<30k,retired,QLD,married,4.2,Q3,3.86666666666667,2.63333333333333,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,1
Male,67,8.0,"$120,001 to $150,000",>120k,professional,NSW,married,3.9,Q3,3.66666666666667,3.03333333333333,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,2
Female,26,1.0,"$30,001 to $60,000",30-60k,Clerical or service worker,VIC,living with a partner,3.76666666666667,Q2,3.33333333333333,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,53,1.0,"Less than $30,000",<30k,,VIC,married,3.13333333333333,Q1,3.53333333333333,2.89285714285714,yes,no,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,0
Female,32,7.0,"$60,001 to $90,000",60-90k,home-duties,NSW,married,4.03333333333333,Q3,2.86666666666667,2.6,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,54,3.0,"$60,001 to $90,000",60-90k,professional,VIC,living with a partner,4.53333333333333,Q4,4.33333333333333,3.84,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,2
Male,40,6.0,"$120,001 to $150,000",>120k,tradesperson,VIC,married,4.06666666666667,Q3,4.13333333333333,3.36363636363636,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,2
Female,24,7.0,"$60,001 to $90,000",60-90k,,VIC,single,3.56666666666667,Q2,3.4,2.44444444444444,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,1
Female,39,7.0,"$90,001 to $120,000",90-120k,professional,NSW,married,3.2,Q1,2.8,2.64285714285714,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,34,8.0,"$90,001 to $120,000",90-120k,professional,NSW,married,2.5,Q1,2.46666666666667,2.0,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,1
Male,35,8.0,"$60,001 to $90,000",60-90k,professional,WA,living with a partner,3.83333333333333,Q3,3.0,2.6,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,0
Male,30,7.0,"$120,001 to $150,000",>120k,professional,NSW,married,4.33333333333333,Q4,3.26666666666667,1.66666666666667,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,0
Female,34,2.0,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,married,2.93333333333333,Q1,3.13333333333333,2.43333333333333,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,56,3.0,"Less than $30,000",<30k,small business owner,WA,married,4.13333333333333,Q3,3.53333333333333,3.8,yes,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,0
Female,22,2.0,"Less than $30,000",<30k,unemployed,QLD,living with a partner,3.8,Q2,3.93333333333333,2.45454545454545,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,1
Male,54,3.0,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,3.8,Q2,3.6,2.92,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,2
Female,35,7.0,,,,QLD,,3.9,Q3,4.53333333333333,4.17647058823529,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,2
Female,72,8.0,"$30,001 to $60,000",30-60k,professional,WA,widowed,4.63333333333333,Q4,4.46666666666667,4.5,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,0
Male,32,1.0,"$60,001 to $90,000",60-90k,manager or administrator,WA,married,3.93333333333333,Q3,3.53333333333333,3.14285714285714,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,0
Female,41,3.0,"$60,001 to $90,000",60-90k,home-duties,NSW,married,3.63333333333333,Q2,3.2,3.14285714285714,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,1
Male,27,8.0,"$90,001 to $120,000",90-120k,manager or administrator,WA,living with a partner,3.7,Q2,3.33333333333333,3.24137931034483,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,1
Male,26,7.0,"$90,001 to $120,000",90-120k,professional,VIC,single,4.56666666666667,Q4,4.6,3.30434782608696,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,no,1
Male,61,3.0,"$90,001 to $120,000",90-120k,retired,VIC,married,3.76666666666667,Q2,3.8,3.375,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,2
Male,35,6.0,,,,Tas,single,2.3,Q1,4.13333333333333,3.9,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,37,7.0,"$150,001 to $180,000",>120k,manager or administrator,NSW,married,3.23333333333333,Q1,3.13333333333333,2.2,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,2
Male,34,8.0,"$90,001 to $120,000",90-120k,professional,VIC,married,3.06666666666667,Q1,3.26666666666667,2.53333333333333,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,1
Male,53,2.0,"$30,001 to $60,000",30-60k,tradesperson,VIC,separated or divorced,4.06666666666667,Q3,3.73333333333333,3.15384615384615,yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,1
Female,34,2.0,"$120,001 to $150,000",>120k,small business owner,NSW,married,3.83333333333333,Q3,3.6,3.08,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,30,3.0,"$60,001 to $90,000",60-90k,Clerical or service worker,QLD,married,3.6,Q2,3.6,2.86206896551724,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,2
Male,45,4.0,"$60,001 to $90,000",60-90k,manager or administrator,NSW,married,4.36666666666667,Q4,4.06666666666667,2.30769230769231,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,yes,0
Female,36,3.0,"$30,001 to $60,000",30-60k,home-duties,VIC,married,4.2,Q3,3.8,,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,2
Female,31,7.0,"$30,001 to $60,000",30-60k,professional,VIC,single,3.43333333333333,Q2,3.46666666666667,2.33333333333333,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,2
Male,21,2.0,"$90,001 to $120,000",90-120k,tradesperson,ACT,single,3.53333333333333,Q2,2.06666666666667,2.33333333333333,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,33,6.0,"$60,001 to $90,000",60-90k,professional,NSW,single,4.26666666666667,Q4,4.26666666666667,3.88461538461538,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,1
Male,51,3.0,"more than $240,001",>120k,small business owner,NSW,married,3.36666666666667,Q1,4.0,2.91304347826087,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,0
Female,67,3.0,"Less than $30,000",<30k,retired,VIC,married,3.0,Q1,4.26666666666667,3.90909090909091,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,2
Female,34,7.0,"more than $240,001",>120k,professional,WA,married,3.2,Q1,3.46666666666667,2.45454545454545,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,2
Male,55,1.0,,,Clerical or service worker,VIC,married,3.0,Q1,3.0,2.0,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,51,2.0,"Less than $30,000",<30k,retired,QLD,separated or divorced,4.1,Q3,3.26666666666667,3.17857142857143,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,0
Male,32,8.0,"$90,001 to $120,000",90-120k,professional,VIC,single,3.6,Q2,3.33333333333333,2.73333333333333,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,2
Female,36,7.0,"$30,001 to $60,000",30-60k,,VIC,separated or divorced,3.43333333333333,Q2,3.46666666666667,2.6551724137931,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,0
Female,34,2.0,"$60,001 to $90,000",60-90k,manager or administrator,NSW,living with a partner,4.43333333333333,Q4,3.86666666666667,2.85,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,2
Male,55,8.0,"$90,001 to $120,000",90-120k,professional,SA,separated or divorced,3.0,Q1,4.46666666666667,2.46428571428571,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,2
Female,43,6.0,,,,VIC,separated or divorced,3.4,Q2,3.86666666666667,2.9,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,2
Male,47,7.0,"$90,001 to $120,000",90-120k,professional,NSW,married,4.63333333333333,Q4,4.2,3.86666666666667,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,0
Male,62,4.0,"$90,001 to $120,000",90-120k,,Tas,married,3.06666666666667,Q1,3.2,2.625,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,1
Female,67,3.0,"Less than $30,000",<30k,retired,QLD,separated or divorced,3.63333333333333,Q2,3.33333333333333,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,2
Male,47,3.0,"$90,001 to $120,000",90-120k,sales,VIC,separated or divorced,4.73333333333333,Q4,4.6,2.52,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,yes,0
Male,26,8.0,"$180,001 to $210,000",>120k,Clerical or service worker,QLD,single,3.4,Q2,3.26666666666667,2.5,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,0
Male,45,7.0,"$180,001 to $210,000",>120k,small business owner,QLD,single,3.9,Q3,3.26666666666667,3.23333333333333,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,1
Female,58,3.0,"$90,001 to $120,000",90-120k,professional,NSW,separated or divorced,3.63333333333333,Q2,3.66666666666667,3.25,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,1
Male,74,3.0,"Less than $30,000",<30k,small business owner,VIC,married,3.43333333333333,Q2,3.73333333333333,3.06666666666667,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,0
Male,60,2.0,"$30,001 to $60,000",30-60k,retired,VIC,living with a partner,3.8,Q2,3.8,2.91304347826087,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,1
Male,70,8.0,"$30,001 to $60,000",30-60k,professional,VIC,married,3.96666666666667,Q3,4.86666666666667,2.63333333333333,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,0
Male,60,2.0,"$120,001 to $150,000",>120k,manager or administrator,NSW,married,4.4,Q4,4.0,3.35714285714286,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,1
Male,45,8.0,"$60,001 to $90,000",60-90k,small business owner,QLD,married,4.13333333333333,Q3,4.4,4.05263157894737,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,2
Male,59,1.0,"more than $240,001",>120k,professional,WA,living with a partner,3.9,Q3,4.4,2.29166666666667,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,2
Male,59,2.0,"$150,001 to $180,000",>120k,manager or administrator,NSW,married,3.46666666666667,Q2,4.06666666666667,2.7,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,1
Female,43,1.0,"$60,001 to $90,000",60-90k,home-duties,VIC,married,3.46666666666667,Q2,3.33333333333333,3.75,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,yes,0
Female,68,2.0,"$30,001 to $60,000",30-60k,retired,VIC,living with a partner,5.0,Q4,3.6,4.76666666666667,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,1
Male,56,8.0,"$30,001 to $60,000",30-60k,retired,VIC,separated or divorced,3.33333333333333,Q1,3.33333333333333,3.375,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,2
Female,38,3.0,"Less than $30,000",<30k,home-duties,NSW,married,3.6,Q2,3.4,2.16666666666667,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,2
Male,57,4.0,"$120,001 to $150,000",>120k,manager or administrator,VIC,married,3.23333333333333,Q1,2.86666666666667,3.66666666666667,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,2
Female,36,7.0,"$90,001 to $120,000",90-120k,manager or administrator,ACT,married,2.56666666666667,Q1,3.4,2.22727272727273,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,1
Female,63,6.0,"$60,001 to $90,000",60-90k,retired,NSW,married,4.3,Q4,2.93333333333333,3.69230769230769,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,0
Female,30,8.0,"$150,001 to $180,000",>120k,manager or administrator,QLD,living with a partner,3.63333333333333,Q2,2.93333333333333,2.84210526315789,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,1
Male,68,7.0,"$60,001 to $90,000",60-90k,manager or administrator,SA,married,4.06666666666667,Q3,3.26666666666667,2.2,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,2
Female,52,7.0,"$30,001 to $60,000",30-60k,professional,NSW,single,4.46666666666667,Q4,3.46666666666667,3.95,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,2
Female,56,6.0,,,professional,NSW,separated or divorced,4.9,Q4,4.26666666666667,3.88461538461538,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,21,3.0,"Less than $30,000",<30k,,NSW,living with a partner,3.33333333333333,Q1,3.93333333333333,2.36,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,yes,no,yes,1
Female,67,3.0,"$30,001 to $60,000",30-60k,,QLD,married,3.36666666666667,Q1,3.33333333333333,2.13793103448276,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,2
Female,19,1.0,"Less than $30,000",<30k,unemployed,QLD,living with a partner,3.0,Q1,3.06666666666667,2.71428571428571,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,2
Male,31,7.0,"$150,001 to $180,000",>120k,sales,NSW,married,2.9,Q1,1.93333333333333,2.57142857142857,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,2
Female,45,6.0,"$30,001 to $60,000",30-60k,home-duties,VIC,separated or divorced,4.53333333333333,Q4,4.13333333333333,3.40909090909091,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,1
Female,23,3.0,"$30,001 to $60,000",30-60k,home-duties,NSW,living with a partner,4.36666666666667,Q4,3.2,3.61904761904762,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,yes,0
Male,60,8.0,"$120,001 to $150,000",>120k,small business owner,NSW,married,4.16666666666667,Q3,3.93333333333333,3.08,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,0
Male,62,2.0,,,small business owner,WA,married,3.8,Q2,3.46666666666667,3.3,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,2
Male,19,3.0,"$90,001 to $120,000",90-120k,sales,VIC,single,3.66666666666667,Q2,3.2,3.25925925925926,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,56,3.0,"$30,001 to $60,000",30-60k,manager or administrator,NSW,separated or divorced,4.46666666666667,Q4,4.33333333333333,3.95652173913043,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,yes,no,yes,0
Male,54,3.0,"$30,001 to $60,000",30-60k,transport worker,NSW,married,4.56666666666667,Q4,4.4,4.07692307692308,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes,0
Male,20,3.0,"Less than $30,000",<30k,,NSW,single,4.03333333333333,Q3,3.06666666666667,4.3,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,2
Male,41,8.0,"$120,001 to $150,000",>120k,professional,SA,married,3.43333333333333,Q2,3.06666666666667,2.44,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,2
Female,35,1.0,"$30,001 to $60,000",30-60k,,QLD,married,4.33333333333333,Q4,3.93333333333333,3.25,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,2
Female,57,6.0,"$90,001 to $120,000",90-120k,manager or administrator,NSW,married,3.83333333333333,Q3,3.33333333333333,2.65384615384615,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,2
Female,32,8.0,"$90,001 to $120,000",90-120k,professional,VIC,single,4.2,Q3,4.33333333333333,3.41666666666667,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,0
Female,65,8.0,"$60,001 to $90,000",60-90k,professional,NSW,separated or divorced,3.46666666666667,Q2,4.26666666666667,3.3,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,2
Female,39,6.0,"$30,001 to $60,000",30-60k,Clerical or service worker,QLD,single,4.36666666666667,Q4,3.86666666666667,3.44444444444444,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,0
Male,63,3.0,"$30,001 to $60,000",30-60k,transport worker,QLD,married,3.0,Q1,3.6,3.0,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,64,8.0,"$30,001 to $60,000",30-60k,manager or administrator,VIC,widowed,3.93333333333333,Q3,4.73333333333333,3.75,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,0
Female,63,1.0,"$30,001 to $60,000",30-60k,sales,QLD,married,3.6,Q2,3.33333333333333,2.45833333333333,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,36,3.0,"$150,001 to $180,000",>120k,manager or administrator,ACT,living with a partner,3.4,Q2,4.13333333333333,2.88,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,1
Female,42,6.0,"$30,001 to $60,000",30-60k,,QLD,married,3.2,Q1,4.4,2.43333333333333,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,0
Male,41,3.0,"Less than $30,000",<30k,small business owner,NSW,single,3.0,Q1,2.6,2.95238095238095,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,61,6.0,"$30,001 to $60,000",30-60k,retired,NSW,separated or divorced,2.63333333333333,Q1,3.13333333333333,,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,yes,1
Male,31,6.0,"Less than $30,000",<30k,sales,NSW,single,4.03333333333333,Q3,3.73333333333333,3.43333333333333,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,1
Male,45,7.0,"$90,001 to $120,000",90-120k,professional,NSW,single,3.73333333333333,Q2,3.06666666666667,2.2,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,1
Male,38,4.0,"$90,001 to $120,000",90-120k,sales,NSW,married,2.16666666666667,Q1,2.53333333333333,2.17241379310345,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,25,7.0,"$60,001 to $90,000",60-90k,small business owner,VIC,single,3.6,Q2,3.33333333333333,3.4,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,2
Female,26,2.0,"Less than $30,000",<30k,sales,VIC,single,4.56666666666667,Q4,3.93333333333333,3.22222222222222,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,0
Male,22,3.0,"$60,001 to $90,000",60-90k,manager or administrator,VIC,single,3.16666666666667,Q1,3.06666666666667,2.8,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,2
Female,67,1.0,"Less than $30,000",<30k,retired,VIC,married,3.73333333333333,Q2,3.6,3.66666666666667,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,2
Male,43,6.0,"$30,001 to $60,000",30-60k,,NSW,separated or divorced,3.0,Q1,3.26666666666667,2.61111111111111,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,1
Female,56,4.0,"$60,001 to $90,000",60-90k,professional,NSW,married,3.93333333333333,Q3,4.33333333333333,2.62962962962963,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,2
Female,31,4.0,"$90,001 to $120,000",90-120k,sales,NSW,single,3.53333333333333,Q2,3.73333333333333,2.27777777777778,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,1
Male,50,6.0,"$120,001 to $150,000",>120k,manager or administrator,VIC,married,2.13333333333333,Q1,2.8,2.2,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,1
Male,20,7.0,"$30,001 to $60,000",30-60k,unemployed,VIC,single,4.0,Q3,3.66666666666667,,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,55,3.0,"$30,001 to $60,000",30-60k,sales,VIC,widowed,4.63333333333333,Q4,3.2,3.57142857142857,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,0
Female,25,8.0,"$90,001 to $120,000",90-120k,professional,NSW,married,4.43333333333333,Q4,4.33333333333333,3.45454545454545,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,1
Male,52,8.0,"$90,001 to $120,000",90-120k,professional,NSW,married,3.2,Q1,3.06666666666667,2.48148148148148,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,0
Female,41,3.0,"$60,001 to $90,000",60-90k,small business owner,NSW,separated or divorced,3.16666666666667,Q1,3.0,4.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,63,7.0,"$30,001 to $60,000",30-60k,retired,QLD,living with a partner,4.56666666666667,Q4,4.73333333333333,3.42857142857143,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,0
Female,63,6.0,"Less than $30,000",<30k,sales,NSW,separated or divorced,3.8,Q2,4.26666666666667,3.88888888888889,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,2
Female,61,1.0,"$30,001 to $60,000",30-60k,sales,ACT,married,3.9,Q3,4.06666666666667,3.35,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,2
Female,37,4.0,"$90,001 to $120,000",90-120k,manager or administrator,QLD,married,2.93333333333333,Q1,3.0,2.24,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,1
Male,38,3.0,"$90,001 to $120,000",90-120k,tradesperson,NSW,living with a partner,3.5,Q2,2.86666666666667,3.4,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,0
Female,32,8.0,"$60,001 to $90,000",60-90k,professional,WA,single,3.63333333333333,Q2,4.33333333333333,2.54166666666667,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2
Male,33,3.0,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,4.43333333333333,Q4,3.73333333333333,3.88888888888889,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,yes,0
Female,57,2.0,"Less than $30,000",<30k,retired,NSW,married,3.76666666666667,Q2,3.6,3.46428571428571,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,68,2.0,"Less than $30,000",<30k,retired,QLD,married,4.23333333333333,Q4,3.86666666666667,3.19230769230769,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,0
Male,53,2.0,"$90,001 to $120,000",90-120k,professional,NSW,living with a partner,2.53333333333333,Q1,4.46666666666667,2.79310344827586,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,48,6.0,"$60,001 to $90,000",60-90k,manager or administrator,VIC,married,3.06666666666667,Q1,3.2,2.26923076923077,no,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,1
Female,23,7.0,"Less than $30,000",<30k,unemployed,VIC,single,3.53333333333333,Q2,3.2,2.60714285714286,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,26,3.0,"$30,001 to $60,000",30-60k,sales,SA,single,3.5,Q2,3.33333333333333,2.53571428571429,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,2
Male,35,3.0,"$30,001 to $60,000",30-60k,manager or administrator,NSW,separated or divorced,3.63333333333333,Q2,4.13333333333333,2.72,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,2
